Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,Count
2/12/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3/1/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5
3/3/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3/4/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
3/5/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3/6/2020,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5
3/7/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
3/8/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
3/9/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6
3/10/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
3/11/2020,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6
3/12/2020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4
3/13/2020,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7
3/14/2020,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,10
3/15/2020,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7
3/16/2020,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11,0,0,0,0,0,1,0,0,1,0,1,0,6,0,0,0,32
3/17/2020,0,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19
3/18/2020,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,2,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,8,0,1,2,1,0,0,0,0,1,0,0,0,14,0,0,0,42
3/19/2020,0,0,0,0,2,0,2,0,0,1,9,0,0,0,3,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,20,0,0,0,0,0,0,0,0,2,0,0,2,8,2,0,0,61
3/20/2020,0,0,0,0,5,2,1,1,0,2,4,0,0,0,1,0,0,0,4,1,1,0,2,1,2,0,0,0,0,0,0,2,0,1,-2,1,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,41
3/21/2020,0,0,0,1,3,2,1,0,0,0,6,0,0,0,1,4,1,1,6,1,1,0,2,0,0,0,0,0,0,0,0,5,0,0,30,2,0,1,1,0,2,0,0,0,0,0,0,10,1,0,0,82
3/22/2020,0,0,0,1,6,1,3,1,0,3,0,0,0,0,2,5,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,8,0,0,61,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,100
3/23/2020,0,0,0,0,7,0,2,0,0,4,6,0,0,0,3,5,0,1,14,4,0,0,8,0,0,0,0,0,0,0,1,3,0,2,46,3,0,1,4,0,1,0,0,4,0,3,3,15,1,0,0,141
3/24/2020,0,0,1,3,12,4,2,0,0,2,11,0,1,0,5,5,0,0,11,2,1,0,9,0,2,0,0,0,0,0,0,17,0,2,99,2,1,0,1,0,3,0,0,2,0,0,2,13,0,0,0,213
3/25/2020,1,1,0,0,15,8,7,1,0,4,9,0,0,0,2,5,1,1,20,4,0,0,18,0,3,4,0,1,0,0,0,18,0,4,123,2,2,5,4,0,0,0,2,4,0,3,1,9,1,0,0,283
3/26/2020,0,0,1,3,16,5,2,0,0,7,9,0,0,3,8,6,0,0,18,10,0,0,16,1,0,1,0,0,0,0,0,18,1,0,138,5,2,1,5,0,2,0,0,6,1,4,1,11,2,0,0,303
3/27/2020,1,1,3,5,17,7,6,1,2,16,10,0,2,1,3,9,1,4,36,10,1,1,29,1,1,0,0,2,1,2,2,28,0,0,149,4,0,1,6,0,0,0,2,2,0,1,1,25,4,0,0,398
3/28/2020,0,1,0,2,21,13,6,1,3,10,13,0,0,1,18,3,1,1,18,9,5,0,18,2,1,0,1,1,0,0,0,32,1,4,298,6,8,1,12,2,6,0,0,7,1,3,2,17,1,0,0,550
3/29/2020,1,1,0,2,11,3,1,4,1,3,4,0,1,1,18,10,0,0,16,4,5,2,23,4,2,8,0,0,0,0,0,21,0,1,243,4,1,0,4,1,1,0,0,5,0,5,0,11,0,1,0,423
3/30/2020,0,2,2,3,17,7,2,0,1,12,20,0,2,1,7,18,4,1,32,8,0,0,57,1,1,1,2,2,2,1,0,37,0,3,334,10,1,3,10,1,2,0,7,4,1,3,0,23,1,0,0,646
3/31/2020,0,7,1,4,33,15,33,2,3,14,23,1,1,2,27,15,1,7,53,33,2,2,75,0,1,3,1,2,0,1,0,67,3,8,422,16,6,2,15,4,4,0,9,11,0,2,0,4,2,0,0,937
4/1/2020,0,3,2,5,30,11,16,1,1,12,29,1,2,0,40,21,0,2,30,33,13,2,78,7,4,3,0,2,0,1,1,90,1,6,499,10,6,1,11,2,3,1,2,14,3,7,1,29,8,1,0,1045
4/2/2020,0,1,2,3,31,17,26,3,1,47,21,0,2,0,18,22,3,11,41,32,5,0,80,1,1,4,1,6,0,1,1,182,1,6,603,16,5,2,16,2,6,0,7,13,0,7,1,14,7,0,0,1269
4/3/2020,0,4,0,9,38,14,22,6,2,26,22,1,0,1,52,21,3,6,61,38,6,2,62,4,0,4,0,3,0,0,2,109,3,5,738,9,4,1,12,2,3,0,6,13,0,4,0,23,6,0,0,1347
4/4/2020,2,5,1,11,39,15,32,0,0,25,10,0,0,0,35,31,5,3,38,24,12,1,61,2,4,6,0,5,0,0,2,191,1,3,693,12,4,4,34,1,6,0,6,17,1,4,2,22,19,0,0,1389
4/5/2020,2,5,2,12,29,13,24,1,0,26,12,1,6,0,30,25,1,5,68,15,14,0,76,5,10,8,0,7,0,0,0,80,1,0,907,17,4,1,14,10,4,0,2,20,0,2,2,28,12,1,0,1502
4/6/2020,0,1,1,1,37,11,17,0,1,33,73,1,8,2,33,34,3,14,36,29,24,0,111,1,5,8,0,2,0,0,0,85,0,12,827,23,5,2,12,2,4,1,20,14,5,3,1,34,9,1,0,1546
4/7/2020,-1,7,2,7,59,29,71,0,1,42,50,1,1,2,73,25,5,3,66,96,12,2,118,4,15,8,1,12,1,0,4,230,1,1,1010,25,16,4,78,3,4,2,7,14,0,9,4,22,15,0,0,2161
4/8/2020,1,9,0,7,57,14,58,0,3,27,27,0,1,3,82,35,8,4,72,77,20,2,114,5,5,7,0,7,0,8,5,272,3,21,927,24,12,5,69,5,11,0,7,23,0,11,0,26,7,0,0,2081
4/9/2020,0,0,3,7,41,34,45,0,4,47,38,0,0,6,66,28,4,13,50,70,15,2,117,11,21,9,0,11,1,0,3,196,1,5,953,21,1,6,29,8,4,0,15,21,0,34,0,26,12,1,0,1979
4/10/2020,0,10,3,9,50,23,68,0,9,49,12,2,4,2,68,35,6,11,53,96,33,1,204,7,19,6,0,10,2,0,1,232,2,17,1246,19,8,4,77,6,5,0,4,27,4,11,0,28,17,0,0,2500
4/11/2020,1,2,1,13,36,24,46,0,1,27,11,0,3,2,81,25,7,4,50,87,31,2,111,7,12,11,0,6,0,0,1,251,1,0,718,16,6,3,76,7,0,0,3,28,1,10,1,17,9,1,0,1750
4/12/2020,0,1,2,6,45,16,60,0,2,15,10,1,7,0,43,20,1,2,34,70,30,0,96,6,1,3,0,1,1,0,0,167,6,0,938,6,2,1,16,7,10,0,0,17,0,10,2,17,7,2,0,1681
4/13/2020,0,0,0,7,49,0,48,0,0,0,0,0,0,6,0,28,6,9,0,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,858,0,0,0,0,10,0,0,8,0,0,8,1,0,0,1,1,1129
4/14/2020,1,12,5,9,53,39,69,45,8,110,81,0,2,6,148,33,7,10,174,113,46,1,281,8,24,15,0,27,0,0,4,455,5,0,1051,70,12,3,77,7,13,0,15,47,1,6,1,33,25,1,0,3153
4/15/2020,0,2,1,11,100,28,197,5,3,43,52,0,10,2,80,42,8,6,89,151,21,3,153,8,14,11,0,8,0,0,5,351,0,0,766,38,15,3,63,7,9,0,10,46,1,42,1,26,12,2,1,2446
4/16/2020,0,7,3,8,92,17,103,9,6,54,38,0,7,0,124,37,4,8,56,137,46,3,172,8,5,7,3,15,0,0,2,362,13,52,711,28,8,6,0,18,5,1,6,29,1,13,5,16,16,1,0,2262
4/17/2020,0,14,0,19,40,17,65,5,9,58,54,0,4,2,60,30,4,8,58,159,20,3,134,17,12,11,1,21,0,0,3,322,7,4,561,29,0,6,109,13,7,0,2,35,2,22,0,20,8,3,0,1978
4/18/2020,0,14,1,8,136,20,50,5,6,24,8,0,10,1,127,34,2,7,54,156,9,3,82,10,11,12,2,12,0,0,1,231,2,10,232,33,0,2,80,19,3,1,3,25,2,27,2,21,6,2,0,1506
4/19/2020,0,2,1,7,30,11,41,5,0,24,14,0,1,1,31,25,7,4,28,145,47,2,81,13,1,7,0,7,1,0,3,134,2,6,1460,20,0,2,276,13,1,0,3,24,3,19,0,10,9,2,0,2523
4/20/2020,0,0,3,3,47,27,204,9,5,49,77,0,4,3,59,32,8,6,31,104,25,1,77,9,1,11,0,8,3,0,1,174,3,1,614,38,0,1,92,5,4,0,4,18,0,22,1,18,10,6,0,1818
4/21/2020,0,29,0,21,93,37,92,7,10,44,48,0,4,3,119,35,0,17,76,152,43,1,235,17,12,14,2,33,0,0,0,377,0,4,838,47,33,3,185,16,11,1,5,21,4,24,2,30,12,0,0,2757
4/22/2020,0,33,2,20,113,22,119,15,7,60,29,0,7,3,97,42,10,14,69,221,55,3,113,19,18,9,2,29,1,0,6,0,13,11,690,51,6,0,24,10,5,1,9,27,2,26,0,10,4,3,5,2035
4/23/2020,0,20,1,21,97,42,95,12,3,60,34,0,6,0,121,39,2,6,67,178,48,5,164,20,11,8,0,12,1,0,3,0,7,16,551,45,9,5,8,8,10,0,4,17,1,24,3,18,11,2,0,1815
4/24/2020,0,14,2,17,84,110,125,14,8,58,20,0,11,0,108,28,0,9,61,196,0,3,108,21,44,9,0,16,0,0,2,864,6,8,495,37,0,3,70,13,8,0,0,32,0,64,1,13,5,0,0,2687
4/25/2020,0,4,1,7,79,10,99,12,12,9,7,0,5,2,81,26,6,5,43,174,103,3,188,23,11,11,0,20,1,0,7,246,9,2,594,20,15,1,45,13,8,1,8,30,6,0,2,15,4,2,0,1970
4/26/2020,0,6,3,2,23,8,62,13,8,20,10,0,6,0,58,36,2,3,26,169,13,0,42,28,1,6,0,10,1,0,0,75,6,6,400,17,1,4,13,11,0,1,3,24,0,0,0,11,6,1,0,1135
4/27/2020,0,9,1,0,63,25,88,7,5,14,76,0,9,2,50,31,4,5,26,104,92,1,91,14,14,3,0,7,2,0,0,106,0,1,366,27,2,1,47,7,11,0,3,16,0,23,1,16,9,3,0,1382
4/28/2020,0,13,6,17,89,32,77,5,12,83,41,0,9,0,142,33,2,12,59,149,49,0,161,15,26,10,1,35,0,0,0,397,6,12,448,46,10,7,119,6,15,0,0,27,4,33,0,20,19,1,0,2248
4/29/2020,0,21,2,11,76,30,80,15,7,47,59,7,12,2,89,20,6,10,44,253,75,1,103,18,4,10,1,13,0,56,6,329,7,12,385,135,7,2,477,12,40,2,10,42,0,29,0,15,8,2,0,2592
4/30/2020,0,8,2,16,90,11,89,19,8,49,37,0,14,2,140,44,1,5,60,157,61,1,119,24,11,11,0,24,0,2,6,458,11,6,339,41,8,2,98,15,12,4,5,50,1,31,2,13,8,4,0,2119
5/1/2020,0,18,3,10,97,44,82,7,7,47,33,0,8,0,102,55,6,8,64,154,23,2,76,27,8,20,0,21,4,3,9,307,8,0,343,27,8,1,62,13,12,4,5,34,0,29,1,9,10,2,0,1813
5/2/2020,0,0,8,18,57,12,97,9,9,50,7,0,5,1,98,53,1,0,23,130,84,1,153,24,14,11,0,21,1,3,3,204,7,16,232,19,8,5,65,17,11,0,5,31,3,36,1,7,8,3,0,1571
5/3/2020,0,2,3,14,23,10,59,11,9,15,6,1,8,0,62,17,3,5,19,158,44,1,29,24,1,12,0,2,1,1,2,128,12,4,545,17,0,0,24,24,8,0,1,20,1,44,2,4,5,0,0,1381
5/4/2020,0,8,5,0,74,9,61,7,5,20,62,0,4,0,44,19,11,8,21,86,26,0,85,9,6,7,0,7,0,0,0,40,0,0,254,18,0,0,13,21,7,0,9,17,0,24,0,7,1,0,0,995
5/5/2020,0,17,3,33,94,50,77,6,5,69,50,0,19,2,178,62,5,14,50,122,61,4,44,28,18,32,0,22,0,3,6,334,12,5,288,76,9,4,547,14,13,3,7,23,6,29,0,21,13,0,0,2478
5/6/2020,1,27,4,31,83,20,85,0,6,67,36,0,12,1,136,51,3,8,51,208,54,1,71,30,20,32,0,25,6,4,19,305,7,19,878,92,6,2,93,15,9,5,12,40,2,0,0,8,9,1,0,2595
5/7/2020,0,27,1,24,81,23,78,21,9,61,24,0,12,1,136,31,0,11,42,132,50,0,93,23,21,22,0,30,0,4,3,252,3,8,306,47,7,6,301,18,11,2,0,26,3,56,1,21,12,0,0,2040
5/8/2020,0,13,0,66,87,15,78,19,0,71,45,0,12,0,129,33,4,4,18,150,50,1,51,26,32,11,0,20,2,1,7,151,9,8,204,33,6,3,191,11,4,0,3,31,0,42,0,14,10,1,0,1666
5/9/2020,0,7,0,15,62,8,58,7,0,46,2,0,9,0,108,34,5,6,40,138,52,1,132,24,23,12,0,17,1,4,10,163,10,5,262,27,4,3,83,19,10,3,1,45,7,16,0,16,14,1,0,1510
5/10/2020,0,3,3,4,27,4,35,12,0,6,2,0,13,0,58,17,0,0,17,139,38,0,25,20,10,10,0,3,1,3,2,140,9,4,169,10,1,0,18,4,1,0,1,39,0,12,0,10,2,1,0,873
5/11/2020,0,10,3,6,61,16,41,5,21,16,52,0,6,2,53,32,6,7,29,129,22,1,33,13,5,5,0,3,1,2,0,55,8,0,177,16,2,3,23,8,13,0,8,11,0,10,0,14,9,3,0,940
5/12/2020,0,37,1,20,100,22,33,8,13,44,37,0,18,0,143,33,5,10,38,33,69,0,89,23,35,22,0,26,2,2,9,198,11,8,259,79,5,0,75,14,9,5,13,33,5,40,0,17,9,1,0,1653
5/13/2020,0,10,2,32,92,53,84,14,11,48,21,0,18,0,190,37,1,5,43,174,67,1,39,24,18,8,0,20,2,3,8,194,12,11,167,46,0,4,132,18,9,0,8,26,2,37,0,13,3,1,0,1708
5/14/2020,0,22,1,30,80,29,94,8,13,48,32,0,12,3,136,25,4,2,34,167,49,3,74,25,20,15,0,16,0,6,1,244,11,7,165,52,6,3,203,6,9,4,15,58,0,27,0,8,13,3,0,1783
5/15/2020,0,12,0,27,108,59,66,10,11,42,40,0,18,1,130,44,3,4,34,110,49,0,38,19,15,13,0,26,2,5,8,192,11,12,141,46,1,0,50,11,9,1,3,56,0,23,0,9,11,2,0,1472
5/16/2020,0,0,0,28,51,42,53,7,15,46,10,0,10,0,70,46,2,2,30,113,49,1,56,17,13,18,0,11,0,4,12,111,0,2,168,30,3,0,33,10,1,0,5,33,3,25,0,8,7,1,0,1146
5/17/2020,0,3,0,1,32,22,69,8,4,10,9,0,5,0,49,11,0,0,12,92,43,0,11,21,6,11,0,7,1,0,1,107,0,3,174,15,0,0,3,10,5,0,3,30,2,7,1,1,0,2,1,792
5/18/2020,0,1,2,6,44,10,41,9,7,23,40,0,4,1,57,14,1,12,15,65,25,1,24,9,11,7,0,2,1,2,0,79,17,0,142,32,0,1,287,7,6,0,3,10,0,5,0,1,6,1,2,1033
5/19/2020,0,14,2,18,122,33,23,8,7,55,35,0,11,2,144,54,1,20,19,76,58,2,102,17,11,26,0,30,1,4,10,151,6,12,142,63,6,2,130,26,8,0,4,22,1,27,0,29,9,0,0,1543
5/20/2020,0,22,5,43,89,41,57,7,6,43,21,0,15,0,147,41,5,10,28,128,51,0,43,29,12,16,0,11,4,7,8,161,7,0,103,60,5,4,142,6,8,2,4,49,9,33,0,6,14,1,1,1504
5/21/2020,0,7,3,14,102,10,53,5,7,50,80,0,19,0,83,48,2,10,20,82,50,0,68,32,31,10,0,14,2,6,9,96,11,0,160,54,5,1,103,18,9,2,4,22,2,24,0,8,6,2,1,1345
5/22/2020,0,12,3,12,70,13,56,6,5,45,34,0,18,2,108,27,0,5,28,80,45,2,29,32,10,16,0,11,1,4,5,142,8,19,102,37,3,2,116,23,3,2,2,41,1,35,0,6,9,1,0,1231
5/23/2020,0,10,2,25,68,4,37,9,2,43,15,0,26,0,75,21,1,0,27,76,43,2,63,10,5,20,0,9,0,0,4,95,6,10,97,80,4,0,112,18,6,0,10,25,4,25,0,0,11,0,0,1100
